ResponseId,ResponseId,Intersection: 0 = common; 1 = unique,Common app name,Trigger,Trigger String,Trigger Tokens,Action,Action Tokens,Frequency,Week,Time,Scheduled
r_2saqrygf5yuztxa,r-2saqrygf5yuztxa,0,It's Too Hot,the value of the temperature sensor is above 85,the value of the temperature sensor is above 85,"<Temperature_Sensor,temperature,greater>",setRapidCooling on,"<Thermostat,thermostat,decreased>",Few times in a month,Anytime,Afternoon(1pm-5pm),Executed at random (e.g. |  every time I enter the room)
r_2saqrygf5yuztxa,r-2saqrygf5yuztxa,0,Auto Humidity Vent,the value of the humidity sensor is above 60,the value of the humidity sensor is above 60,"<Humidity_Sensor,humidity,greater>",switch on the humidifier.,"<Humidifier,switch,on>",Few times in a week (1-5/week),Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_2saqrygf5yuztxa,r-2saqrygf5yuztxa,0,Lighting Director,It is NIGHT and the value of the illuminance is low,It is NIGHT and the value of the illuminance is low,"<Illuminance_Sensor-null,illuminance-time,lesser-night>",switch on the light bulbs and set colorMode warm,"<Light_Bulb,colorValue,fixed_value>",Many times in a day (5+ /day),Anytime,Evening(5pm-8pm) | Night(8pm-6am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_1o0cffm0xxpfhfx,r-1o0cffm0xxpfhfx,0,Thermostat Mode Director,temperature < 23 C OR temperature > 30C,temperature < 23 C OR temperature > 30C,"<Temperature_Sensor,temperature,lesser>",level=24,"<Thermostat,thermostat,auto>",Not Sure,Not sure,Not sure,Scheduled-time (e.g. |  brew coffee at 7 am)
r_1o0cffm0xxpfhfx,,0,Thermostat Mode Director,temperature < 23 C OR temperature > 30C,temperature < 23 C OR temperature > 30C,"<Temperature_Sensor,temperature,greater>",level=24,"<Thermostat,thermostat,auto>",Not Sure,Not sure,Not sure,Scheduled-time (e.g. |  brew coffee at 7 am)
r_1o0cffm0xxpfhfx,r-1o0cffm0xxpfhfx,0,Smart turn it on,(day==Saturday or day==Sunday) AND time==2pm,(day==Saturday or day==Sunday) AND time==2pm,"<null,time,afternoon>",switch=on,"<Switches,switch,on>",Few times in a week (1-5/week),Weekend,Afternoon(1pm-5pm),Scheduled-time (e.g. |  brew coffee at 7 am)
r_1o0cffm0xxpfhfx,r-1o0cffm0xxpfhfx,0,Smart turn it on,2am<time<6pm,2am<time<6pm,"<null,time,afternoon>",bedroom_switch=off,"<Switches,switch,off>",Few times in a day (1-5/day),Anytime,Anytime,Scheduled-time (e.g. |  brew coffee at 7 am)
r_1o0cffm0xxpfhfx,,0,Smart turn it on,2am<time<6pm,2am<time<6pm,"<null,time,morning>",bedroom_switch=off,"<Switches,switch,off>",Few times in a day (1-5/day),Anytime,Anytime,Scheduled-time (e.g. |  brew coffee at 7 am)
r_1o0cffm0xxpfhfx,r-1o0cffm0xxpfhfx,0,Smart turn it on,time>10pm,time>10pm,"<null,time,night>",main_door_lock=lock,"<Door_Lock,lock,locked>",Few times in a day (1-5/day),Anytime,Night(8pm-6am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_d7vzlpkxh3zs3tp,r-d7vzlpkxh3zs3tp,1,,"temperature is above ""X"" in living room AND home not on Vacation","temperature is above ""X"" in living room AND home not on Vacation ","<Temperature_Sensor-null,temperature-locationMode,greater-not_vacation>","airConditionerMode switch on AND cool until ""Y"" temperature","<Air_Conditioner,thermostat,decreased>",Few times in a day (1-5/day),Anytime,Anytime,Scheduled-time (e.g. |  brew coffee at 7 am)
r_d7vzlpkxh3zs3tp,,1,,"temperature is below ""X"" in living room AND home not on Vacation ","temperature is below ""X"" in living room AND home not on Vacation ","<Temperature_Sensor-null,temperature-locationMode,lesser-not_vacation>","airConditionerMode switch on AND heat until ""Y"" temperature","<Air_Conditioner,thermostat,increased>",Few times in a day (1-5/day),Anytime,Anytime,Scheduled-time (e.g. |  brew coffee at 7 am)
r_d7vzlpkxh3zs3tp,r-d7vzlpkxh3zs3tp,0,Smart turn it on,it is 7:00 a.m. AND is a day that is not Saturday or Sunday.,it is 7:00 a.m. AND is a day that is not Saturday or Sunday.,"<null,time,morning>",windowShade Open AND switch on bedroom lights at medium level,"<Light_Bulb-Shades/Blinds,colorValue-contact,fixed_value-opened>",Few times in a week (1-5/week),Weekday,Morning(6am- 11am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_d7vzlpkxh3zs3tp,r-d7vzlpkxh3zs3tp,0,Smart turn it on,it is 5:30 p.m. AND is a day that is not Saturday or Sunday.,it is 5:30 p.m. AND is a day that is not Saturday or Sunday.,"<null,time,evening>",windowShade close AND switch on entryway lights at medium level,"<Light_Bulb-Shades/Blinds,colorValue-contact,fixed_value-closed>",Few times in a week (1-5/week),Weekend,Evening(5pm-8pm),Scheduled-time (e.g. |  brew coffee at 7 am)
r_d7vzlpkxh3zs3tp,r-d7vzlpkxh3zs3tp,1,,"Vacation is on AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""","Vacation is on AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""","<Water_Leak_Detector-null,water-locationMode,wet-vacation>",message homeowners,"<Phone,notification,notify>",Few times in a year,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_d7vzlpkxh3zs3tp,,1,,"Vacation is on AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""","Vacation is on AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""","<CO_Detector-null,carbonMonoxide-locationMode,detected-vacation>",message homeowners,"<Phone,notification,notify>",Few times in a year,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_d7vzlpkxh3zs3tp,,1,,"Vacation is on AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""","Vacation is on AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""","<Gas_Sensor-null,odorLevel-locationMode,greater-vacation>",message homeowners,"<Phone,notification,notify>",Few times in a year,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_d7vzlpkxh3zs3tp,,1,,"Vacation is on AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""","Vacation is off AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""","<Water_Leak_Detector-null,water-locationMode,wet-not_vacation>",trigger alarms AND message homeowners on specific system problem,"<Phone-Security_Alarm,notification-alarm,notify-siren_strobe>",Few times in a year,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_d7vzlpkxh3zs3tp,,1,,"Vacation is on AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""","Vacation is off AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""","<CO_Detector-null,carbonMonoxide-locationMode,detected-not_vacation>",trigger alarms AND message homeowners on specific system problem,"<Phone-Security_Alarm,notification-alarm,notify-siren_strobe>",Few times in a year,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_d7vzlpkxh3zs3tp,,1,,"Vacation is on AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""","Vacation is off AND Gas Sensor odorLevel reach ""X"" OR Water Leak Detector is wet OR carbonMonoxide Level is above ""Y""","<Gas_Sensor-null,odorLevel-locationMode,greater-not_vacation>",trigger alarms AND message homeowners on specific system problem,"<Phone-Security_Alarm,notification-alarm,notify-siren_strobe>",Few times in a year,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_d7vzlpkxh3zs3tp,r-d7vzlpkxh3zs3tp,1,,Vacation is on AND during March to September,Vacation is on AND during March to September,"<null,locationMode,vacation>",setRefrigerationSetpoint higher AND switch off water heater AND set airConditionerMode switch off,"<Air_Conditioner-Refrigerator-Water_Heater,thermostat-thermostat-switch,off-decreased-off>",Few times in a year,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_d7vzlpkxh3zs3tp,r-d7vzlpkxh3zs3tp,1,,Away AND door open triggers,Away AND door opened triggers,"<Door_Sensor-null,contact-locationMode,opened-away>",setAlarmMode both in 60 seconds OR setAlarmMode off if security code inputted,"<Security_Alarm,alarm,siren_strobe>",Many times in a day (5+ /day),Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_d7vzlpkxh3zs3tp,r-d7vzlpkxh3zs3tp,1,,Vacation AND door open triggers OR shock detected from windows,Vacation AND door opened triggers OR shock detected from windows,"<Door_Sensor-null,contact-locationMode,opened-vacation>",setAlarmMode both AND Notify owners AND Call Police OR Security Company,"<Phone-Security_Alarm,notification-alarm,notify-siren_strobe>",Few times in a month,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_d7vzlpkxh3zs3tp,,1,,Vacation AND door open triggers OR shock detected from windows,Vacation AND door opened triggers OR shock detected from windows,"<Glass_Break_Detector-null,shock-locationMode,detected-vacation>",setAlarmMode both AND Notify owners AND Call Police OR Security Company,"<Phone-Security_Alarm,notification-alarm,notify-siren_strobe>",Few times in a month,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_d7vzlpkxh3zs3tp,r-d7vzlpkxh3zs3tp,1,,weather is not raining OR between the months of November to February AND after 1:00 a.m.,weather is not raining OR between the months of November to February AND after 1:00 a.m.,"<Weather_Station-null,rain-time,false-night>",turn on sprinklers.,"<Garden_Sprinkler,switch,on>",Many times in a day (5+ /day),Anytime,Anytime,Scheduled-time (e.g. |  brew coffee at 7 am)
r_2qffk7vxak9ynuv,r-2qffk7vxak9ynuv,1,,motion sensor does not detect any humans,motion sensor does not detect any humans,"<Motion_Sensor,motion,not_detected>",turn off all the lights using switches |  turn off the Air Conditioner |  Fan,"<Air_Conditioner-Fan-Light_Bulb,thermostat-switch-switch,off-off-off>",Few times in a day (1-5/day),Weekday,Around noon(11am-1pm) | Afternoon(1pm-5pm),Executed at random (e.g. |  every time I enter the room)
r_2qffk7vxak9ynuv,r-2qffk7vxak9ynuv,1,,blood pressure monitor reads high or low bp,blood pressure monitor reads high or low bp,"<Blood_Pressure_Monitor,pressure,greater>",notify user and switch scene and play music,"<Audio_Player-Light_Bulb-Phone,switch-colorValue-notification,on-fixed_value-notify>",Few times in a month,Weekday,Evening(5pm-8pm),Executed at random (e.g. |  every time I enter the room)
r_2qffk7vxak9ynuv,,1,,blood pressure monitor reads high or low bp,blood pressure monitor reads high or low bp,"<Blood_Pressure_Monitor,pressure,lesser>",notify user and switch scene and play music,"<Audio_Player-Light_Bulb-Phone,switch-colorValue-notification,on-fixed_value-notify>",Few times in a month,Weekday,Evening(5pm-8pm),Executed at random (e.g. |  every time I enter the room)
r_2qffk7vxak9ynuv,r-2qffk7vxak9ynuv,1,,dust detector detects high dust levels,dust detector detects high dust levels,"<Dust_Detector,dust,greater>",call housekeeper,"<Phone,notification,notify>",Few times in a month,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_2qffk7vxak9ynuv,r-2qffk7vxak9ynuv,1,,sleep monitor detects me sleeping,sleep monitor detects me sleeping,"<Sleep_Monitor,sleeping,detected>",use air conditioner to maintain temperature of 70 in the summer and 75 in the winter,"<Air_Conditioner,thermostat,auto>",Few times in a week (1-5/week),Anytime,Morning(6am- 11am) | Night(8pm-6am),Executed at random (e.g. |  every time I enter the room)
r_uu0gjxdhptjodkl,r-uu0gjxdhptjodkl,1,,CO Detector carbonMonoxide is above 30 AND Gas Sensor is above 30,CO Detector carbonMonoxide is above 30 AND Gas Sensor is above 30,"<CO_Detector-Gas_Sensor,carbonMonoxide-odorLevel,detected-greater>",switch on the speaker AND playTrack in the speaker AND switch on Light Bulb AND setColorValue of Light Bulb red,"<Light_Bulb-Speaker,colorValue-switch,fixed_value-on>",Not Sure,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_uu0gjxdhptjodkl,r-uu0gjxdhptjodkl,1,,will rain today,will rain today,"<Weather_Station,rain,true>",switch on Light Bulb AND setColorValue of Light Bulb blue,"<Light_Bulb,colorValue,fixed_value>",Few times in a week (1-5/week),Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_uu0gjxdhptjodkl,r-uu0gjxdhptjodkl,0,Garage Door Opener,Car Automation presence is True and Button is pressed,Car Automation presence is True and Button is pressed,"<Button-Car_Automation,button-presence,pushed-present>",Garage Door Opener door opened,"<Garage_Door_Opener,contact,opened>",Few times in a day (1-5/day),Weekday,Morning(6am- 11am) | Evening(5pm-8pm),Manually-triggered (e.g. |  a button press)
r_uu0gjxdhptjodkl,r-uu0gjxdhptjodkl,0,Light Follows Me,Kitchen_Motion Sensor detects motion,Kitchen_Motion Sensor detects motion,"<Motion_Sensor,motion,detected>",switch on Kitchen_Light Bulb,"<Light_Bulb,switch,on>",Many times in a day (5+ /day),Anytime,Morning(6am- 11am) | Evening(5pm-8pm) | Night(8pm-6am),Executed at random (e.g. |  every time I enter the room)
r_uu0gjxdhptjodkl,r-uu0gjxdhptjodkl,0,Cameras On When I'm Away,Mode mode is Away,Mode mode is Away,"<null,locationMode,away>",switch on Security Camera,"<Security_Camera,switch,on>",Few times in a year,Weekend,Anytime,Executed at random (e.g. |  every time I enter the room)
r_uu0gjxdhptjodkl,r-uu0gjxdhptjodkl,1,,Mode mode is Away,Mode mode is Away,"<null,locationMode,away>",switch on Robot Vacuum AND Robot Vacuum robotCleanerTurboMode on,"<Robot_Vacuum,switch,on>",Few times in a week (1-5/week),Weekday,Anytime,Scheduled-time (e.g. |  brew coffee at 7 am)
r_2vk9yonaxojazgc,r-2vk9yonaxojazgc,0,It's Too Cold,Thermostat.temperature < 72,Thermostat.temperature < 72,"<Temperature_Sensor,temperature,lesser>",Air Conditioner.setAirConditionerMode=heat,"<Air_Conditioner,thermostat,increased>",Many times in a day (5+ /day),Not sure,Anytime,Executed at random (e.g. |  every time I enter the room)
r_2vk9yonaxojazgc,r-2vk9yonaxojazgc,0,It's Too Hot,Thermostat.temperature > 78,Thermostat.temperature > 78,"<Temperature_Sensor,temperature,greater>",Air Conditioner.setAirConditionerMode=cool,"<Air_Conditioner,thermostat,decreased>",Many times in a day (5+ /day),Not sure,Anytime,Executed at random (e.g. |  every time I enter the room)
r_2vk9yonaxojazgc,r-2vk9yonaxojazgc,0,Sunrise/Sunset,"Time.time==""Sunset""","Time.time==""Sunset""","<null,time,evening>","start a process of gradually dimming the ""Light Bulb"" intensity","<Light_Bulb,colorValue,fixed_value>",Few times in a day (1-5/day),Not sure,Night(8pm-6am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_2vk9yonaxojazgc,r-2vk9yonaxojazgc,0,Smart Care - Detect Motion,Mode.mode==Night,Mode.mode==Night,"<null,locationMode,night>",Air Conditioner.switch=off,"<Air_Conditioner,thermostat,off>",Few times in a day (1-5/day),Not sure,Night(8pm-6am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_2vk9yonaxojazgc,r-2vk9yonaxojazgc,1,,Mode.mode==Night AND Glass Break Detector.shock,Mode.mode==Night AND Glass Break Detector.shock,"<Glass_Break_Detector-null,shock-locationMode,detected-night>",Security Alarm.alarm=both,"<Security_Alarm,alarm,siren_strobe>",Few times in a month,Not sure,Night(8pm-6am),Manually-triggered (e.g. |  a button press)
r_2vk9yonaxojazgc,r-2vk9yonaxojazgc,1,,Mode.mode==Away AND Glass Break Detector.shock,Mode.mode==Away AND Glass Break Detector.shock,"<Glass_Break_Detector-null,shock-locationMode,detected-away>",Security Alarm.alarm=both AND send sms/email notification,"<Phone-Security_Alarm,notification-alarm,notify-siren_strobe>",Few times in a month,Not sure,Anytime,Manually-triggered (e.g. |  a button press)
r_qve1jdont5blk9p,r-qve1jdont5blk9p,0,Garage Door Opener,"it is 6am AND the external_factor of ""Weather Station"" is rainy_day","it is 6am AND the external_factor of  ""Weather Station"" is rainy_day","<Weather_Station-null,rain-time,true-morning>",notify_mobile_sms,"<Phone,notification,notify>",Few times in a day (1-5/day),Anytime,Morning(6am- 11am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_qve1jdont5blk9p,r-qve1jdont5blk9p,1,,"it is later 9:00 pm AND device ""Audio Player"" is on","it is later 9:00 pm AND device ""Audio Player"" is on","<Audio_Player-null,switch-time,on-night>",Set the max volume of device to 50%,"<Audio_Player,volume,decreased>",Few times in a day (1-5/day),Anytime,Night(8pm-6am),Executed at random (e.g. |  every time I enter the room)
r_qve1jdont5blk9p,r-qve1jdont5blk9p,0,Switch Changes Mode,"it is vacation mode AND device ""Security Camera"" is off","it is vacation mode AND device ""Security Camera"" is off","<Security_Camera-null,switch-locationMode,off-vacation>",switch device on,"<Security_Camera,switch,on>",Few times in a year,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_qve1jdont5blk9p,r-qve1jdont5blk9p,0:00,Switch Changes Mode,geo_location is away,geo_location is away,"<null,locationMode,away>","switch device ""Security Camera"" on","<Security_Camera,switch,on>",Few times in a day (1-5/day),Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_2qrfx322k6h4h84,r-2qrfx322k6h4h84,1,,AirPurifier.airQuality is bad,AirPurifier.airQuality is bad,"<Air_Purifier,airQuality,lesser>",AirPuritfier.switch off,"<Air_Purifier,switch,on>",Few times in a week (1-5/week),Not sure,Not sure,Executed at random (e.g. |  every time I enter the room)
r_2qrfx322k6h4h84,r-2qrfx322k6h4h84,0,Single Button Controller,LivingRoom_SceneSwitch.button[off] is pressed,LivingRoom_SceneSwitch.button[off] is pressed,"<Button,button,pushed>",Smart TV.swith=off AND LivingRoom.LighBulb.switch off,"<Light_Bulb-Smart_TV,switch-switch,off-off>",Few times in a day (1-5/day),Anytime,Evening(5pm-8pm) | Night(8pm-6am),Manually-triggered (e.g. |  a button press)
r_2qrfx322k6h4h84,r-2qrfx322k6h4h84,0,Single Button Controller,Bedroom_SceneSwitch.button[off] is pressed,Bedroom_SceneSwitch.button[off] is pressed,"<Button,button,pushed>",Bedroom.LighBulb.switch off,"<Light_Bulb,switch,off>",Few times in a day (1-5/day),Anytime,Evening(5pm-8pm) | Night(8pm-6am),Manually-triggered (e.g. |  a button press)
r_2qrfx322k6h4h84,r-2qrfx322k6h4h84,0,Single Button Controller,SetAwayMode_Button.button is pressed,SetAwayMode_Button.button is pressed,"<null,locationMode,away>",LivingRoom_SceneSwitch.button press off AND Bedroom_SceneSwitch.button press off AND AirPurifier.switch off,"<Air_Purifier-Light_Bulb,switch-switch,off-off>",Few times in a day (1-5/day),Anytime,Morning(6am- 11am),Manually-triggered (e.g. |  a button press)
r_3ipotbc3nlghkjp,r-3ipotbc3nlghkjp,0,It's Too Hot,The house temperature reads higher than 70 degrees,The house temperature reads higher than 70 degrees,"<Temperature_Sensor,temperature,greater>",turn on the air conditioner device until the temperature is below 70 degrees.,"<Air_Conditioner,thermostat,auto>",Many times in a day (5+ /day),Anytime,Around noon(11am-1pm) | Afternoon(1pm-5pm),Executed at random (e.g. |  every time I enter the room)
r_3ipotbc3nlghkjp,r-3ipotbc3nlghkjp,0,It's Too Hot,The air is measured by the air cooler to be higher than 70 degrees,The air is measured by the air cooler to be higher than 70 degrees,"<Temperature_Sensor,temperature,greater>",turn the air cooler device on for 1 hour,"<Air_Cooler,switch,on>",Many times in a day (5+ /day),Anytime,Around noon(11am-1pm) | Afternoon(1pm-5pm),Executed at random (e.g. |  every time I enter the room)
r_3ipotbc3nlghkjp,r-3ipotbc3nlghkjp,1,,The clothes in the clothes dryer are wet,The clothes in the clothes dryer are wet,"<Moisture_Sensor,water,wet>",set the dryer mode to low heat and turn on the state of the clothes dryer device to ready,"<Clothes_Dryer,mode,ready>",Few times in a week (1-5/week),Weekend,Evening(5pm-8pm),Executed at random (e.g. |  every time I enter the room)
r_3ipotbc3nlghkjp,r-3ipotbc3nlghkjp,0,Smart turn it on,the time is 7:00 a.m,the time is 7:00 a.m,"<null,time,morning>",turn on the coffee maker and brew 3 cups of coffee,"<Coffee_Maker,switch,on>",Few times in a week (1-5/week),Anytime,Morning(6am- 11am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_3ipotbc3nlghkjp,r-3ipotbc3nlghkjp,0,Smart turn it on,the time is 9:00 p.m,the time is 9:00 p.m,"<null,time,night>",turn on the bedroom fan device to a medium speed until 9 a.m,"<Fan,switch,on>",Few times in a week (1-5/week),Anytime,Night(8pm-6am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_3ipotbc3nlghkjp,r-3ipotbc3nlghkjp,0,Smart turn it on,the time is 6:00 p.m AND the date is between May and August,the time is 6:00 p.m AND the date is between May and August,"<null,time,evening>",turn on the sprinkler device for 1 hour.,"<Sprinker,switch,on>",Few times in a year,Weekday,Evening(5pm-8pm),Scheduled-time (e.g. |  brew coffee at 7 am)
r_3ipotbc3nlghkjp,r-3ipotbc3nlghkjp,1,,the dishwasher detects a weight greater than 10 pounds between both racks of the washer,the dishwasher detects a weight greater than 10 pounds between both racks of the washer,"<Dishwasher,weight,greater>",set the state of the dishwasher to ready,"<Dishwasher,mode,ready>",Few times in a day (1-5/day),Anytime,Evening(5pm-8pm) | Night(8pm-6am),Executed at random (e.g. |  every time I enter the room)
r_3ipotbc3nlghkjp,r-3ipotbc3nlghkjp,1,,the time is 10 p.m AND a code has not been entered to the Door Lock device,the time is 10 p.m AND a code has not been entered to the Door Lock device,"<Door_Lock-null,lock-time,unlocked-night>",lock all exterior doors to the house.,"<Door_Lock,lock,locked>",Few times in a week (1-5/week),Anytime,Night(8pm-6am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_3pgx7odeilxeaje,,1,,,"I say ""Alexa |  goodnight""","<Smart_Assistant,voice,command>",turn off all the lights and read my calendar for tomorrow,"<Light_Bulb-Smart_Assistant,switch-notification,off-notify>",Few times in a day (1-5/day),Weekday,Night(8pm-6am),Executed at random (e.g. |  every time I enter the room)
r_3pgx7odeilxeaje,,1,,,"I say ""Alexa |  good morning""","<Smart_Assistant,voice,command>",fade in my room lighting |  read my calendar |  give me the weather,"<Light_Bulb-Weather_Station,colorValue-weather,fixed_value-notify>",Few times in a day (1-5/day),Weekday,Morning(6am- 11am),Executed at random (e.g. |  every time I enter the room)
r_3pgx7odeilxeaje,,1,,,"I say ""Alexa |  turn on all the lights""","<Smart_Assistant,voice,command>",turn on all of the lights in my room,"<Light_Bulb,switch,on>",Many times in a day (5+ /day),Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_dbdobkkronxgv05,r-dbdobkkronxgv05,0,Flood Alert!,the water leak detector detects water,the water leak detector detects water,"<Water_Leak_Detector,water,wet>",send a text to my phone,"<Phone,notification,notify>",Few times in a year,Anytime,Anytime,Executed at random (e.g. |  every time I enter the room)
r_dbdobkkronxgv05,r-dbdobkkronxgv05,0,Goodnight Ubi,it is night and the temperature drops below 32 degrees,it is night and the temperature drops below 32 degrees,"<Temperature_Sensor-null,temperature-time,lesser-night>",turn on the heater,"<Heater,switch,on>",Few times in a month,Anytime,Night(8pm-6am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_dbdobkkronxgv05,r-dbdobkkronxgv05,0,Goodnight Ubi,it is night and the temperature rises above 90 degrees,it is night and the temperature rises above fixed_value degrees,"<Temperature_Sensor-null,temperature-time,greater-night>",turn on the AC,"<Air_Conditioner,thermostat,auto>",Few times in a month,Anytime,Night(8pm-6am),Scheduled-time (e.g. |  brew coffee at 7 am)
r_dbdobkkronxgv05,r-dbdobkkronxgv05,1,,if the dryer is done (can I do this for my washer | too?),if the dryer is done (can I do this for my washer |  too?),"<Washer,completion,true>",send a text to my phone,"<Phone,notification,notify>",Few times in a week (1-5/week),Anytime,Afternoon(1pm-5pm) | Evening(5pm-8pm) | Night(8pm-6am),Executed at random (e.g. |  every time I enter the room)
